,premise,hypothesis,label
113,મારી પાસે ગમે તે તમામ પ્રકારના દાખલ થવાનો સમય નહોતો.,મારી પાસે તે બધું દાખલ કરવા માટે સમય પૂરો થયો.,0
114,"અને, ઉહ, તે સમયે મારી નોકરીઓમાંની એક વ્યક્તિઓને અણુશસ્ત્રોના ટ્રિગર પર પેરાશૂટ કેવી રીતે મૂકવું તે તાલીમ આપવામાં આવી હતી, જે અણુ બોમ્બને જ વિસ્ફોટ કરે છે.",અણુ બોમ્બમાં કોઈ ટ્રિગર નથી.,2
115,"અને, ઉહ, તે સમયે મારી નોકરીઓમાંની એક વ્યક્તિઓને અણુશસ્ત્રોના ટ્રિગર પર પેરાશૂટ કેવી રીતે મૂકવું તે તાલીમ આપવામાં આવી હતી, જે અણુ બોમ્બને જ વિસ્ફોટ કરે છે.",જ્યારે તેને ખેંચવામાં આવે છે ત્યારે ટ્રિગર બોમ્બને વિસ્ફોટ કરે છે.,0
116,"અને, ઉહ, તે સમયે મારી નોકરીઓમાંની એક વ્યક્તિઓને અણુશસ્ત્રોના ટ્રિગર પર પેરાશૂટ કેવી રીતે મૂકવું તે તાલીમ આપવામાં આવી હતી, જે અણુ બોમ્બને જ વિસ્ફોટ કરે છે.",અણુ બોમ્બના ટ્રિગરને ખેંચવા માટે તમારે માત્ર થોડી શક્તિની જરૂર છે.,1
117,"મારી દાદી મને તેના વધતા વર્ષો વિશે ઘણી જુદી જુદી વાર્તાઓ કહેતી અને, ખાસ કરીને, ઉહ, તે તેના કુટુંબ વિશે અને તે સમય દરમિયાન તે કેવું હતું તે વિશે વાત કરતી હતી.",મને હંમેશા મારી દાદીમાની વાર્તાઓ સાંભળવાની મજા આવતી.,1
118,"મારી દાદી મને તેના વધતા વર્ષો વિશે ઘણી જુદી જુદી વાર્તાઓ કહેતી અને, ખાસ કરીને, ઉહ, તે તેના કુટુંબ વિશે અને તે સમય દરમિયાન તે કેવું હતું તે વિશે વાત કરતી હતી.",મારા દાદી હંમેશા તેમના બાળપણ વિશે વાત કરવાનો ઇનકાર કરતા હતા.,2
119,"મારી દાદી મને તેના વધતા વર્ષો વિશે ઘણી જુદી જુદી વાર્તાઓ કહેતી અને, ખાસ કરીને, ઉહ, તે તેના કુટુંબ વિશે અને તે સમય દરમિયાન તે કેવું હતું તે વિશે વાત કરતી હતી.",મારી દાદીએ મને તેના પરિવાર વિશે ઘણી બધી વસ્તુઓ કહી તે સમય દરમિયાન તે જ્યારે મોટી થઈ રહી હતી.,0
120,"અમે ત્યાં એરક્રાફ્ટમાં સંપૂર્ણ પ્રેશર સૂટ હતા, જેમ કે અવકાશયાત્રીઓ પહેરતા હતા, સિવાય કે અમારું સંપૂર્ણપણે ચાંદીના, ચાંદીના ઉહ, બૂટ અને બધુ જ હતું, અલબત્ત, ગરમીને પ્રતિબિંબિત કરવા માટે.",અમારા પોશાકો અવકાશયાત્રીઓની જેમ કંઈ નહોતા.,2
121,"અમે ત્યાં એરક્રાફ્ટમાં સંપૂર્ણ પ્રેશર સૂટ હતા, જેમ કે અવકાશયાત્રીઓ પહેરતા હતા, સિવાય કે અમારું સંપૂર્ણપણે ચાંદીના, ચાંદીના ઉહ, બૂટ અને બધુ જ હતું, અલબત્ત, ગરમીને પ્રતિબિંબિત કરવા માટે.","અમારા પોશાકો ગરમીને પ્રતિબિંબિત કરવા સિવાય અવકાશયાત્રીઓ જેવા જ હતા, અમારા સૂટ ચાંદીના હતા.",0
122,"અમે ત્યાં એરક્રાફ્ટમાં સંપૂર્ણ પ્રેશર સૂટ હતા, જેમ કે અવકાશયાત્રીઓ પહેરતા હતા, સિવાય કે અમારું સંપૂર્ણપણે ચાંદીના, ચાંદીના ઉહ, બૂટ અને બધુ જ હતું, અલબત્ત, ગરમીને પ્રતિબિંબિત કરવા માટે.",તમે ઇચ્છો તે કોઈપણ રંગમાં સુટ્સ મેળવી શકો છો.,1
